siteID,seas,yr,Criteria1,Criteria2,Criteria3,Ca,Mg,K,Na,NH4,NO3,Cl,SO4,pH,conduc,svol,ppt,fullChemLab,daysSample,startDate,endDate
CO98,2,2012,100,100,100,.101,.011,.009,.023,.138,.332,.028,.194,5.457,3.441,2418.500,16.789,4,28,"Jan 31 2012 12:00AM","Feb 28 2012 12:00AM"
CO98,3,2012,100,100,100,1.445,.091,.059,.178,.205,.488,.072,.871,6.265,11.161,1321.500,6.553,3,35,"Feb 28 2012 12:00AM","Apr  3 2012 12:00AM"
CO98,4,2012,100,100,100,.345,.037,.026,.038,.280,1.001,.066,.571,5.493,6.677,2599.400,6.375,4,28,"Apr  3 2012 12:00AM","May  1 2012 12:00AM"
CO98,5,2012,25,100,18,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,787.100,7.620,1,28,"May  1 2012 12:00AM","May 29 2012 12:00AM"
CO98,6,2012,60,100,50,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,648.300,1.778,1,35,"May 29 2012 12:00AM","Jul  3 2012 12:00AM"
CO98,7,2012,100,100,100,.142,.015,.025,.016,.354,1.107,.039,.492,5.238,6.829,6588.600,9.398,4,28,"Jul  3 2012 12:00AM","Jul 31 2012 12:00AM"
CO98,8,2012,100,100,100,.230,.026,.032,.021,.381,1.339,.067,.510,5.164,7.707,1425.200,1.956,3,28,"Jul 31 2012 12:00AM","Aug 28 2012 12:00AM"
CO98,9,2012,100,100,100,.135,.017,.017,.016,.220,.753,.038,.387,5.309,5.153,6665.800,9.881,5,35,"Aug 28 2012 12:00AM","Oct  2 2012 12:00AM"
CO98,1,2013,75,100,98,.026,.009,.016,.009,.056,.276,.019,.061,5.296,3.031,254.700,3.454,2,28,"Jan  1 2013 12:00AM","Jan 29 2013 12:00AM"
CO98,10,2013,48,100,26,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,608.800,6.985,1,29,"Sep 30 2013 12:00AM","Oct 29 2013 12:00AM"
CO98,11,2013,75,100,99,.077,.021,.032,.020,.070,.393,.028,.213,5.286,4.392,1417.500,11.354,3,28,"Oct 29 2013 12:00AM","Nov 26 2013 12:00AM"
CO98,12,2013,40,100,42,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,478.600,11.176,2,35,"Nov 26 2013 12:00AM","Dec 31 2013 12:00AM"
CO98,2,2013,100,100,100,.052,.006,.006,.013,.092,.356,.025,.158,5.326,3.711,1343.100,9.652,4,28,"Jan 29 2013 12:00AM","Feb 26 2013 12:00AM"
CO98,3,2013,100,100,100,.185,.021,.012,.048,.255,.795,.076,.408,5.596,4.888,3400.200,12.751,5,35,"Feb 26 2013 12:00AM","Apr  2 2013 12:00AM"
CO98,4,2013,25,100,16,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1928.200,27.737,1,28,"Apr  2 2013 12:00AM","Apr 30 2013 12:00AM"
CO98,5,2013,20,100,42,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,3073.800,16.561,1,35,"Apr 30 2013 12:00AM","Jun  4 2013 12:00AM"
CO98,6,2013,75,100,80,.319,.043,.084,.031,.669,1.233,.080,.563,6.184,8.123,713.500,1.245,2,28,"Jun  4 2013 12:00AM","Jul  2 2013 12:00AM"
CO98,7,2013,100,100,100,.108,.014,.028,.014,.294,.726,.041,.306,5.391,5.278,6372.200,9.398,4,28,"Jul  2 2013 12:00AM","Jul 30 2013 12:00AM"
CO98,8,2013,80,100,95,.117,.013,.033,.017,.409,.901,.044,.542,5.178,7.508,4224.400,6.502,4,35,"Jul 30 2013 12:00AM","Sep  3 2013 12:00AM"
CO98,9,2013,67,100,35,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,4108.900,23.978,3,27,"Sep  3 2013 12:00AM","Sep 30 2013 12:00AM"
CO98,1,2014,50,100,55,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1384.700,15.646,2,28,"Dec 31 2013 12:00AM","Jan 28 2014 12:00AM"
CO98,10,2014,100,100,100,.074,.008,.007,.018,.140,.312,.024,.279,5.456,3.341,3176.200,7.264,3,28,"Sep 30 2014 12:00AM","Oct 28 2014 12:00AM"
CO98,11,2014,40,100,62,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,337.000,16.866,2,35,"Oct 28 2014 12:00AM","Dec  2 2014 12:00AM"
CO98,12,2014,50,100,70,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1769.700,12.217,2,28,"Dec  2 2014 12:00AM","Dec 30 2014 12:00AM"
CO98,2,2014,50,100,36,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,2384.600,20.698,2,28,"Jan 28 2014 12:00AM","Feb 25 2014 12:00AM"
CO98,3,2014,60,100,45,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,2297.900,14.452,3,35,"Feb 25 2014 12:00AM","Apr  1 2014 12:00AM"
CO98,4,2014,75,100,96,.255,.026,.021,.040,.147,.316,.030,.239,5.929,3.557,2734.800,11.074,3,28,"Apr  1 2014 12:00AM","Apr 29 2014 12:00AM"
CO98,5,2014,60,100,87,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,5267.600,14.453,3,35,"Apr 29 2014 12:00AM","Jun  3 2014 12:00AM"
CO98,6,2014,0,100,0,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,.000,1.956,0,28,"Jun  3 2014 12:00AM","Jul  1 2014 12:00AM"
CO98,7,2014,50,100,66,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,2712.100,5.918,2,28,"Jul  1 2014 12:00AM","Jul 29 2014 12:00AM"
CO98,8,2014,100,100,100,.060,.008,.023,.011,.143,.511,.034,.210,5.242,4.314,9452.700,14.300,5,35,"Jul 29 2014 12:00AM","Sep  2 2014 12:00AM"
CO98,9,2014,100,100,100,.058,.008,.014,.017,.130,.375,.029,.197,5.423,3.439,6247.000,10.414,4,28,"Sep  2 2014 12:00AM","Sep 30 2014 12:00AM"
CO98,1,2015,100,100,100,.046,.006,.005,.019,.130,.566,.023,.292,5.032,5.743,1138.200,8.865,5,35,"Dec 30 2014 12:00AM","Feb  3 2015 12:00AM"
CO98,10,2015,100,100,100,.079,.009,.009,.013,.115,.320,.020,.183,5.428,3.262,3309.200,7.112,5,35,"Sep 29 2015 12:00AM","Nov  3 2015 12:00AM"
CO98,11,2015,100,100,100,.123,.009,.009,.019,.202,.342,.025,.179,5.564,3.751,3549.800,15.621,4,28,"Nov  3 2015 12:00AM","Dec  1 2015 12:00AM"
CO98,12,2015,48,72,52,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1601.000,8.407,1,29,"Dec  1 2015 12:00AM","Dec 30 2015 12:00AM"
CO98,2,2015,100,100,100,.031,.004,.003,.010,.089,.243,.017,.128,5.332,3.091,4037.400,16.332,4,28,"Feb  3 2015 12:00AM","Mar  3 2015 12:00AM"
CO98,3,2015,100,100,100,.199,.024,.012,.036,.229,.541,.031,.368,5.419,5.096,1411.900,5.207,4,28,"Mar  3 2015 12:00AM","Mar 31 2015 12:00AM"
CO98,4,2015,75,100,26,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1887.400,17.170,3,28,"Mar 31 2015 12:00AM","Apr 28 2015 12:00AM"
CO98,5,2015,100,100,100,.094,.012,.007,.020,.139,.562,.041,.267,5.302,4.363,9793.200,17.170,5,35,"Apr 28 2015 12:00AM","Jun  2 2015 12:00AM"
CO98,6,2015,75,100,94,.198,.025,.037,.027,.314,1.043,.067,.467,5.260,7.117,1499.300,2.489,3,28,"Jun  2 2015 12:00AM","Jun 30 2015 12:00AM"
CO98,7,2015,100,100,100,.057,.008,.013,.015,.115,.463,.039,.214,5.153,4.769,4612.300,6.731,4,28,"Jun 30 2015 12:00AM","Jul 28 2015 12:00AM"
CO98,8,2015,80,100,98,.198,.023,.023,.029,.424,1.270,.064,.494,5.112,8.656,2200.600,3.327,3,35,"Jul 28 2015 12:00AM","Sep  1 2015 12:00AM"
CO98,9,2015,100,100,100,.088,.012,.021,.021,.133,.418,.039,.261,5.304,4.084,2347.800,3.658,4,28,"Sep  1 2015 12:00AM","Sep 29 2015 12:00AM"
CO98,1,2016,78,100,98,.029,.003,.004,.010,.093,.346,.016,.309,4.954,5.697,303.700,6.477,3,27,"Dec 30 2015 12:00AM","Jan 26 2016 12:00AM"
CO98,10,2016,100,100,100,.150,.016,.016,.021,.168,.480,.036,.303,5.588,3.992,3466.200,8.331,5,35,"Sep 27 2016 12:00AM","Nov  1 2016 12:00AM"
CO98,11,2016,50,100,44,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,599.300,6.756,2,28,"Nov  1 2016 12:00AM","Nov 29 2016 12:00AM"
CO98,12,2016,20,100,17,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,530.500,26.873,1,35,"Nov 29 2016 12:00AM","Jan  3 2017 12:00AM"
CO98,2,2016,60,100,53,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,980.000,15.596,3,35,"Jan 26 2016 12:00AM","Mar  1 2016 12:00AM"
CO98,3,2016,100,100,100,.161,.016,.011,.023,.156,.336,.028,.176,5.752,3.365,2897.500,13.284,4,28,"Mar  1 2016 12:00AM","Mar 29 2016 12:00AM"
CO98,4,2016,60,100,31,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,877.800,15.799,3,35,"Mar 29 2016 12:00AM","May  3 2016 12:00AM"
CO98,5,2016,75,100,39,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,2452.100,10.236,3,28,"May  3 2016 12:00AM","May 31 2016 12:00AM"
CO98,6,2016,75,100,94,.226,.037,.151,.038,.303,.871,.085,.471,5.482,6.412,1624.800,2.464,2,28,"May 31 2016 12:00AM","Jun 28 2016 12:00AM"
CO98,7,2016,80,100,96,.158,.021,.030,.032,.275,.794,.079,.301,5.401,5.557,2083.000,3.581,4,35,"Jun 28 2016 12:00AM","Aug  2 2016 12:00AM"
CO98,8,2016,100,100,100,.300,.035,.045,.041,.618,1.185,.088,.483,5.792,7.808,3360.900,5.131,4,29,"Aug  2 2016 12:00AM","Aug 31 2016 12:00AM"
CO98,9,2016,100,100,100,.165,.019,.074,.029,.212,.495,.061,.362,5.335,5.251,1317.700,2.489,4,27,"Aug 31 2016 12:00AM","Sep 27 2016 12:00AM"
CO98,1,2017,25,50,33,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,37.400,5.207,0,28,"Jan  3 2017 12:00AM","Jan 31 2017 12:00AM"
CO98,10,2017,79,100,97,.164,.016,.013,.014,.207,.388,.026,.172,5.404,5.904,1208.800,3.200,3,28,"Oct  3 2017 12:00AM","Oct 31 2017 12:00AM"
CO98,11,2017,100,100,100,.103,.011,.007,.008,.091,.251,.019,.234,5.444,3.181,2682.200,7.710,3,28,"Oct 31 2017 12:00AM","Nov 28 2017 12:00AM"
CO98,12,2017,83,100,99,.792,.021,.018,.014,.166,.420,.018,.140,5.634,3.692,1369.800,6.515,1,35,"Nov 28 2017 12:00AM","Jan  2 2018 12:00AM"
CO98,2,2017,100,100,100,.080,.008,.008,.011,.110,.314,.018,.175,5.301,3.560,2339.000,24.282,3,28,"Jan 31 2017 12:00AM","Feb 28 2017 12:00AM"
CO98,3,2017,79,100,94,.194,.016,.012,.026,.101,.346,.021,.157,5.757,3.281,1592.100,7.747,2,28,"Feb 28 2017 12:00AM","Mar 28 2017 12:00AM"
CO98,4,2017,80,100,69,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,4289.500,16.662,3,35,"Mar 28 2017 12:00AM","May  2 2017 12:00AM"
CO98,5,2017,100,100,100,.188,.009,.007,.014,.169,.295,.027,.149,5.623,2.843,3834.000,18.707,3,28,"May  2 2017 12:00AM","May 30 2017 12:00AM"
CO98,6,2017,100,100,100,.262,.034,.019,.047,.291,.775,.097,.498,5.616,5.446,746.500,1.126,2,28,"May 30 2017 12:00AM","Jun 27 2017 12:00AM"
CO98,7,2017,60,100,88,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,3740.500,7.010,3,35,"Jun 27 2017 12:00AM","Aug  1 2017 12:00AM"
CO98,8,2017,100,100,100,.169,.020,.048,.024,.408,.731,.066,.371,5.407,5.991,6377.800,9.754,4,28,"Aug  1 2017 12:00AM","Aug 29 2017 12:00AM"
CO98,9,2017,100,100,100,.105,.010,.012,.013,.224,.591,.036,.241,5.466,3.970,7046.400,13.589,4,35,"Aug 29 2017 12:00AM","Oct  3 2017 12:00AM"
CO98,1,2018,100,100,100,.713,.067,.050,.038,.103,.389,.030,.141,5.407,2.398,1342.800,3.634,3,28,"Jan  2 2018 12:00AM","Jan 30 2018 12:00AM"
CO98,10,2018,100,100,100,.046,.004,.010,.009,.105,.276,.019,.103,5.475,2.693,4689.600,8.861,3,28,"Oct  2 2018 12:00AM","Oct 30 2018 12:00AM"
CO98,11,2018,100,100,100,.040,.003,.012,.022,.072,.265,.027,.092,5.481,2.556,2748.500,8.179,4,28,"Oct 30 2018 12:00AM","Nov 27 2018 12:00AM"
CO98,12,2018,64,64,100,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,153.800,.227,1,33,"Nov 27 2018 12:00AM","Dec 18 2018 12:00AM"
CO98,2,2018,50,100,54,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,749.500,16.027,2,28,"Jan 30 2018 12:00AM","Feb 27 2018 12:00AM"
CO98,3,2018,100,100,100,.269,.031,.027,.040,.256,.630,.059,.245,5.695,4.766,2257.700,10.135,5,35,"Feb 27 2018 12:00AM","Apr  3 2018 12:00AM"
CO98,4,2018,100,100,100,.685,.046,.027,.039,.191,.406,.044,.285,5.688,6.576,3709.700,12.979,4,28,"Apr  3 2018 12:00AM","May  1 2018 12:00AM"
CO98,5,2018,75,100,85,.186,.020,.016,.029,.274,.734,.056,.285,5.727,4.427,3758.500,6.960,3,28,"May  1 2018 12:00AM","May 29 2018 12:00AM"
CO98,6,2018,60,100,72,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1000.700,3.023,1,35,"May 29 2018 12:00AM","Jul  3 2018 12:00AM"
CO98,7,2018,75,100,72,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,2487.200,5.150,3,28,"Jul  3 2018 12:00AM","Jul 31 2018 12:00AM"
CO98,8,2018,100,100,100,.138,.016,.041,.021,.337,.695,.050,.295,5.468,5.316,3308.500,6.020,3,28,"Jul 31 2018 12:00AM","Aug 28 2018 12:00AM"
CO98,9,2018,100,100,100,.336,.044,.091,.064,.551,1.119,.109,.556,6.041,6.962,1283.000,2.012,3,35,"Aug 28 2018 12:00AM","Oct  2 2018 12:00AM"
CO98,1,2019,44,44,100,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,846.400,5.563,2,32,"Jan 15 2019 12:00AM","Jan 29 2019 12:00AM"
CO98,10,2019,88,88,100,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,3391.000,13.767,3,32,"Oct  1 2019 12:00AM","Oct 29 2019 12:00AM"
CO98,11,2019,83,100,99,.058,.003,.005,.022,.097,.523,.045,.083,5.241,3.743,1989.000,11.887,3,35,"Oct 29 2019 12:00AM","Dec  3 2019 12:00AM"
CO98,12,2019,96,96,100,.011,.003,.004,.005,.020,.138,.009,.078,5.180,2.919,1432.500,8.687,3,28,"Dec  3 2019 12:00AM","Dec 30 2019 12:00AM"
CO98,2,2019,88,88,100,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1141.200,7.010,4,32,"Jan 29 2019 12:00AM","Feb 26 2019 12:00AM"
CO98,3,2019,100,100,100,.029,.003,.002,.007,.082,.232,.013,.136,5.328,3.032,4922.800,17.274,5,31,"Feb 26 2019 12:00AM","Apr  2 2019 12:00AM"
CO98,4,2019,75,100,66,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,2222.600,17.964,3,28,"Apr  2 2019 12:00AM","May  7 2019 12:00AM"
CO98,5,2019,65,65,100,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,3859.200,8.992,3,34,"May  7 2019 12:00AM","May 29 2019 12:00AM"
CO98,6,2019,100,100,100,.184,.023,.028,.031,.260,.557,.062,.278,5.754,4.381,4996.400,8.751,5,24,"May 29 2019 12:00AM","Jul  2 2019 12:00AM"
CO98,7,2019,47,90,70,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1846.300,4.597,2,30,"Jul  2 2019 12:00AM","Jul 29 2019 12:00AM"
CO98,8,2019,83,100,89,.135,.017,.016,.028,.433,1.122,.071,.400,5.283,6.582,1634.400,2.709,2,35,"Jul 29 2019 12:00AM","Sep  3 2019 12:00AM"
CO98,9,2019,100,100,100,.249,.028,.022,.020,.254,.657,.048,.361,5.748,4.768,4110.000,6.528,2,26,"Sep  3 2019 12:00AM","Oct  1 2019 12:00AM"
CO98,1,2020,85,85,100,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,430.400,11.913,4,34,"Dec 30 2019 12:00AM","Jan 28 2020 12:00AM"
CO98,10,2020,100,100,100,1.784,.154,.259,.056,.514,.491,.059,.431,6.627,15.461,1768.200,4.521,2,35,"Sep 29 2020 12:00AM","Nov  3 2020 12:00AM"
CO98,11,2020,100,100,100,.497,.046,.104,.025,.108,.298,.036,.207,5.997,5.049,1440.200,9.068,4,26,"Nov  3 2020 12:00AM","Dec  1 2020 12:00AM"
CO98,12,2020,69,91,78,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1409.100,6.756,2,32,"Dec  1 2020 12:00AM","Dec 30 2020 12:00AM"
CO98,2,2020,100,100,100,.069,.006,.007,.021,.145,.314,.031,.118,5.496,3.109,4069.400,12.268,5,28,"Jan 28 2020 12:00AM","Mar  3 2020 12:00AM"
CO98,3,2020,50,100,47,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,703.000,10.750,2,28,"Mar  3 2020 12:00AM","Apr 14 2020 12:00AM"
CO98,4,2020,44,44,100,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1986.700,11.028,2,32,"Apr 14 2020 12:00AM","Apr 28 2020 12:00AM"
CO98,5,2020,90,100,81,.202,.024,.018,.050,.331,.509,.068,.292,5.896,4.645,2999.400,5.817,4,31,"Apr 28 2020 12:00AM","Jun  2 2020 12:00AM"
CO98,6,2020,100,100,100,.395,.044,.072,.059,.437,.718,.102,.409,5.931,6.800,2797.600,4.801,3,28,"Jun  2 2020 12:00AM","Jun 30 2020 12:00AM"
CO98,7,2020,21,82,68,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,987.300,3.658,1,34,"Jun 30 2020 12:00AM","Jul 28 2020 12:00AM"
CO98,8,2020,100,100,100,.761,.073,.117,.048,1.009,1.392,.103,.748,6.170,12.985,1548.200,2.819,3,26,"Jul 28 2020 12:00AM","Sep  1 2020 12:00AM"
CO98,9,2020,93,93,100,.161,.014,.020,.007,.142,.195,.014,.082,5.801,2.894,2682.100,5.842,3,30,"Sep  1 2020 12:00AM","Sep 29 2020 12:00AM"
CO98,1,2021,100,100,100,.098,.008,.027,.050,.193,.428,.078,.160,5.491,2.002,677.000,8.738,5,34,"Dec 30 2020  6:06PM","Feb  2 2021  5:35PM"
CO98,10,2021,79,100,80,.131,.012,.014,.018,.261,.755,.043,.267,5.359,2.536,3710.600,15.316,4,35,"Sep 28 2021  7:01PM","Nov  2 2021  4:32PM"
CO98,11,2021,100,100,90,.137,.014,.027,.041,.179,.357,.058,.293,5.463,1.717,600.700,5.867,3,28,"Nov  2 2021  4:32PM","Nov 30 2021  5:59PM"
CO98,12,2021,76,100,86,.090,.010,.017,.014,.040,.258,.024,.104,5.523,.942,960.200,21.869,2,29,"Nov 30 2021  5:59PM","Dec 29 2021  6:56PM"
CO98,2,2021,100,100,100,.096,.012,.018,.028,.113,.204,.027,.107,5.601,1.473,2900.300,18.974,4,28,"Feb  2 2021  5:35PM","Mar  2 2021  6:59PM"
CO98,3,2021,24,100,7,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,233.700,15.926,1,28,"Mar  2 2021  6:59PM","Mar 30 2021  4:55PM"
CO98,4,2021,75,100,99,.858,.063,.039,.132,.457,.649,.130,.504,6.702,4.771,3471.400,11.963,3,28,"Mar 30 2021  4:55PM","Apr 27 2021  5:55PM"
CO98,5,2021,82,100,95,.136,.012,.012,.023,.191,.267,.033,.132,5.814,1.588,7813.600,21.082,4,35,"Apr 27 2021  5:55PM","Jun  1 2021  5:56PM"
CO98,6,2021,75,100,74,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,2940.900,7.061,2,28,"Jun  1 2021  5:56PM","Jun 29 2021  4:21PM"
CO98,7,2021,100,100,100,.155,.015,.042,.025,.511,.856,.057,.312,5.372,3.483,5977.200,9.398,4,35,"Jun 29 2021  4:21PM","Aug  3 2021  2:11PM"
CO98,8,2021,99,99,100,.251,.033,.056,.041,.334,.655,.065,.254,5.702,2.684,2351.900,4.013,4,28,"Aug  3 2021  2:11PM","Aug 31 2021  7:22PM"
CO98,9,2021,75,99,68,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,1568.500,4.496,3,28,"Aug 31 2021  7:22PM","Sep 28 2021  7:01PM"
